Measure,Measure_type,Ethnicity,Ethnicity_type,Time,Time_Type,Region,Age,Age_Type,Sex,Value,Confidence_interval,Numerator,Denominator,Sample_size
Employed,Percentage of individuals employed,White British,Detailed,2010,year,East Midlands,25-49,16-64,Men,87.7,2.3,534700,609600,1989
Employed,Percentage of individuals employed,White British,Detailed,2010,year,East of England,25-49,16-64,Men,89.3,1.9,712500,797400,2578
Employed,Percentage of individuals employed,White British,Detailed,2010,year,London,25-49,16-64,Men,87.6,2.1,688200,785900,2298
Employed,Percentage of individuals employed,White British,Detailed,2010,year,North East,25-49,16-64,Men,83.3,2.2,320000,384100,2691
Employed,Percentage of individuals employed,White British,Detailed,2010,year,North West,25-49,16-64,Men,84.2,1.6,836800,993300,5227
Employed,Percentage of individuals employed,White British,Detailed,2010,year,Scotland,25-49,16-64,Men,85,1.5,617500,726400,5614
Employed,Percentage of individuals employed,White British,Detailed,2010,year,South East,25-49,16-64,Men,90.1,1.4,1070800,1188400,4110
Employed,Percentage of individuals employed,White British,Detailed,2010,year,South West,25-49,16-64,Men,89.1,1.8,662700,744000,2990
Employed,Percentage of individuals employed,White British,Detailed,2010,year,Wales,25-49,16-64,Men,82.7,1.8,362600,438200,4399
Employed,Percentage of individuals employed,White British,Detailed,2010,year,West Midlands,25-49,16-64,Men,83.2,2.1,597100,717300,2990
Employed,Percentage of individuals employed,White British,Detailed,2010,year,Yorkshire and The Humber,25-49,16-64,Men,84.6,1.9,627500,741700,3594
Employed,Percentage of individuals employed,White British,Detailed,2010,year,All,25-49,16-64,Women,76.9,0.6,6378000,8295900,43704
Employed,Percentage of individuals employed,White British,Detailed,2010,year,East Midlands,25-49,16-64,Women,76.8,2.8,482000,627400,2193
Employed,Percentage of individuals employed,White British,Detailed,2010,year,East of England,25-49,16-64,Women,77,2.4,629700,817700,2848
Employed,Percentage of individuals employed,White British,Detailed,2010,year,London,25-49,16-64,Women,74.1,2.7,540800,729400,2445
Employed,Percentage of individuals employed,White British,Detailed,2010,year,North East,25-49,16-64,Women,75.1,2.4,301700,401500,3083
Employed,Percentage of individuals employed,White British,Detailed,2010,year,North West,25-49,16-64,Women,76.8,1.7,794100,1033600,6003
Employed,Percentage of individuals employed,White British,Detailed,2010,year,Scotland,25-49,16-64,Women,78,1.6,609800,781800,6610
Employed,Percentage of individuals employed,White British,Detailed,2010,year,South East,25-49,16-64,Women,78.4,1.9,940400,1199000,4558
Employed,Percentage of individuals employed,White British,Detailed,2010,year,South West,25-49,16-64,Women,78.6,2.2,601100,764700,3471
Employed,Percentage of individuals employed,White British,Detailed,2010,year,Wales,25-49,16-64,Women,74.9,1.9,335200,447700,5080
Employed,Percentage of individuals employed,White British,Detailed,2010,year,West Midlands,25-49,16-64,Women,76.3,2.2,563900,738900,3427
Employed,Percentage of individuals employed,White British,Detailed,2010,year,Yorkshire and The Humber,25-49,16-64,Women,76.8,2.1,579300,754300,3986
Employed,Percentage of individuals employed,White British,Detailed,2010,year,All,50-64,16-64,All,65.3,0.6,6422300,9828900,58414
Employed,Percentage of individuals employed,White British,Detailed,2010,year,East Midlands,50-64,16-64,All,66.3,2.8,507200,764500,2732
Employed,Percentage of individuals employed,White British,Detailed,2010,year,East of England,50-64,16-64,All,68.4,2.4,661300,966800,3708
Employed,Percentage of individuals employed,White British,Detailed,2010,year,London,50-64,16-64,All,66.3,2.8,474600,716100,2810
Employed,Percentage of individuals employed,White British,Detailed,2010,year,North East,50-64,16-64,All,58.1,2.3,282800,487200,4249
Employed,Percentage of individuals employed,White British,Detailed,2010,year,North West,50-64,16-64,All,63,1.7,766400,1216500,7750
Employed,Percentage of individuals employed,White British,Detailed,2010,year,Scotland,50-64,16-64,All,64.5,1.5,595200,923400,9330
Employed,Percentage of individuals employed,White British,Detailed,2010,year,South East,50-64,16-64,All,70,1.8,1003900,1435000,5961
Employed,Percentage of individuals employed,White British,Detailed,2010,year,South West,50-64,16-64,All,67.3,2.1,649800,965700,4849
Employed,Percentage of individuals employed,White British,Detailed,2010,year,Wales,50-64,16-64,All,59,1.8,331700,562100,7392
Employed,Percentage of individuals employed,White British,Detailed,2010,year,West Midlands,50-64,16-64,All,64.7,2.2,578000,893000,4679
Employed,Percentage of individuals employed,White British,Detailed,2010,year,Yorkshire and The Humber,50-64,16-64,All,63.6,2.1,571300,898600,4954
Employed,Percentage of individuals employed,White British,Detailed,2010,year,All,50-64,16-64,Men,71.6,0.8,3478400,4860700,28206
Employed,Percentage of individuals employed,White British,Detailed,2010,year,East Midlands,50-64,16-64,Men,72.4,3.8,273600,378000,1322
Employed,Percentage of individuals employed,White British,Detailed,2010,year,East of England,50-64,16-64,Men,75.9,3.1,364500,480500,1797
Employed,Percentage of individuals employed,White British,Detailed,2010,year,London,50-64,16-64,Men,72,3.7,258200,358800,1404
Employed,Percentage of individuals employed,White British,Detailed,2010,year,North East,50-64,16-64,Men,62.8,3.3,149500,237900,2041
Employed,Percentage of individuals employed,White British,Detailed,2010,year,North West,50-64,16-64,Men,68.8,2.4,416100,604500,3725
Employed,Percentage of individuals employed,White British,Detailed,2010,year,Scotland,50-64,16-64,Men,70.3,2.1,316100,449400,4459
Employed,Percentage of individuals employed,White British,Detailed,2010,year,South East,50-64,16-64,Men,76.6,2.4,543300,709700,2921
Employed,Percentage of individuals employed,White British,Detailed,2010,year,South West,50-64,16-64,Men,74.4,2.8,353300,474500,2316
Employed,Percentage of individuals employed,White British,Detailed,2010,year,Wales,50-64,16-64,Men,64.5,2.5,178500,276500,3530
Employed,Percentage of individuals employed,White British,Detailed,2010,year,West Midlands,50-64,16-64,Men,71.6,2.9,318400,444700,2277
Employed,Percentage of individuals employed,White British,Detailed,2010,year,Yorkshire and The Humber,50-64,16-64,Men,68.8,2.9,307200,446200,2414
Employed,Percentage of individuals employed,White British,Detailed,2010,year,All,50-64,16-64,Women,59.3,0.9,2943900,4968200,30208
Employed,Percentage of individuals employed,White British,Detailed,2010,year,East Midlands,50-64,16-64,Women,60.4,4,233600,386500,1410
Employed,Percentage of individuals employed,White British,Detailed,2010,year,East of England,50-64,16-64,Women,61,3.5,296800,486300,1911
Employed,Percentage of individuals employed,White British,Detailed,2010,year,London,50-64,16-64,Women,60.6,4,216500,357400,1406
Employed,Percentage of individuals employed,White British,Detailed,2010,year,North East,50-64,16-64,Women,53.5,3.3,133300,249300,2208
Employed,Percentage of individuals employed,White British,Detailed,2010,year,North West,50-64,16-64,Women,57.2,2.4,350300,612100,4025
Employed,Percentage of individuals employed,White British,Detailed,2010,year,Scotland,50-64,16-64,Women,58.9,2.2,279200,473900,4871
Employed,Percentage of individuals employed,White British,Detailed,2010,year,South East,50-64,16-64,Women,63.5,2.7,460600,725300,3040
Employed,Percentage of individuals employed,White British,Detailed,2010,year,South West,50-64,16-64,Women,60.4,3,296500,491200,2533
Employed,Percentage of individuals employed,White British,Detailed,2010,year,Wales,50-64,16-64,Women,53.7,2.5,153300,285600,3862
Employed,Percentage of individuals employed,White British,Detailed,2010,year,West Midlands,50-64,16-64,Women,57.9,3.1,259700,448200,2402
Employed,Percentage of individuals employed,White British,Detailed,2010,year,Yorkshire and The Humber,50-64,16-64,Women,58.4,3,264100,452300,2540
Employed,Percentage of individuals employed,White British,Detailed,2010,year,All,All,16-64,All,71.6,0.3,22876300,31938200,166518
Employed,Percentage of individuals employed,White British,Detailed,2010,year,East Midlands,All,16-64,All,72,1.5,1755300,2437200,8273
Employed,Percentage of individuals employed,White British,Detailed,2010,year,East of England,All,16-64,All,73.9,1.3,2305800,3121200,10785
Employed,Percentage of individuals employed,White British,Detailed,2010,year,London,All,16-64,All,72,1.5,1919800,2666000,8900
Employed,Percentage of individuals employed,White British,Detailed,2010,year,North East,All,16-64,All,66.9,1.3,1048100,1567800,12004
Employed,Percentage of individuals employed,White British,Detailed,2010,year,North West,All,16-64,All,70,0.9,2784600,3975900,22714
Employed,Percentage of individuals employed,White British,Detailed,2010,year,Scotland,All,16-64,All,71.8,0.9,2122200,2956100,25070
Employed,Percentage of individuals employed,White British,Detailed,2010,year,South East,All,16-64,All,75.2,1,3470200,4616400,17284
Employed,Percentage of individuals employed,White British,Detailed,2010,year,South West,All,16-64,All,73.7,1.2,2211200,2999600,13319
Employed,Percentage of individuals employed,White British,Detailed,2010,year,Wales,All,16-64,All,66.7,1,1190200,1785300,20028
Employed,Percentage of individuals employed,White British,Detailed,2010,year,West Midlands,All,16-64,All,69.8,1.2,2006200,2872600,13280
Employed,Percentage of individuals employed,White British,Detailed,2010,year,Yorkshire and The Humber,All,16-64,All,70.2,1.2,2062600,2940200,14861
Employed,Percentage of individuals employed,White British,Detailed,2010,year,All,All,16-64,Men,76,0.5,12055900,15855300,79708
Employed,Percentage of individuals employed,White British,Detailed,2010,year,East Midlands,All,16-64,Men,76.4,2.1,922600,1207600,3998
Employed,Percentage of individuals employed,White British,Detailed,2010,year,East of England,All,16-64,Men,79.8,1.7,1235900,1549400,5210
Employed,Percentage of individuals employed,White British,Detailed,2010,year,London,All,16-64,Men,77.6,2,1057800,1364000,4380
Employed,Percentage of individuals employed,White British,Detailed,2010,year,North East,All,16-64,Men,70.4,1.9,541400,769500,5687
Employed,Percentage of individuals employed,White British,Detailed,2010,year,North West,All,16-64,Men,73.8,1.3,1449500,1962700,10791
Employed,Percentage of individuals employed,White British,Detailed,2010,year,Scotland,All,16-64,Men,75.4,1.2,1080900,1433300,11836
Employed,Percentage of individuals employed,White British,Detailed,2010,year,South East,All,16-64,Men,80.1,1.4,1844600,2303600,8391
Employed,Percentage of individuals employed,White British,Detailed,2010,year,South West,All,16-64,Men,78.7,1.6,1170700,1487200,6340
Employed,Percentage of individuals employed,White British,Detailed,2010,year,Wales,All,16-64,Men,70.1,1.5,622100,887700,9515
Employed,Percentage of individuals employed,White British,Detailed,2010,year,West Midlands,All,16-64,Men,73.9,1.7,1054100,1425700,6377
Employed,Percentage of individuals employed,White British,Detailed,2010,year,Yorkshire and The Humber,All,16-64,Men,73.5,1.6,1076400,1464500,7183
Employed,Percentage of individuals employed,White British,Detailed,2010,year,All,All,16-64,Women,67.3,0.5,10820400,16082900,86810
Employed,Percentage of individuals employed,White British,Detailed,2010,year,East Midlands,All,16-64,Women,67.7,2.2,832700,1229600,4275
Employed,Percentage of individuals employed,White British,Detailed,2010,year,East of England,All,16-64,Women,68.1,1.9,1069900,1571800,5575
Employed,Percentage of individuals employed,White British,Detailed,2010,year,London,All,16-64,Women,66.2,2.2,862000,1302000,4520
Employed,Percentage of individuals employed,White British,Detailed,2010,year,North East,All,16-64,Women,63.5,1.9,506800,798300,6317
Employed,Percentage of individuals employed,White British,Detailed,2010,year,North West,All,16-64,Women,66.3,1.3,1335100,2013200,11923
Employed,Percentage of individuals employed,White British,Detailed,2010,year,Scotland,All,16-64,Women,68.4,1.3,1041300,1522700,13234
Employed,Percentage of individuals employed,White British,Detailed,2010,year,South East,All,16-64,Women,70.3,1.5,1625600,2312800,8893
Employed,Percentage of individuals employed,White British,Detailed,2010,year,South West,All,16-64,Women,68.8,1.7,1040600,1512400,6979
Employed,Percentage of individuals employed,White British,Detailed,2010,year,Wales,All,16-64,Women,63.3,1.5,568100,897500,10513
Employed,Percentage of individuals employed,White British,Detailed,2010,year,West Midlands,All,16-64,Women,65.8,1.8,952100,1446900,6903
Employed,Percentage of individuals employed,White British,Detailed,2010,year,Yorkshire and The Humber,All,16-64,Women,66.8,1.7,986200,1475700,7678
Employed,Percentage of individuals employed,White Other,Detailed,2010,year,All,16-24,16-64,All,55.3,4,197200,356500,1514
Employed,Percentage of individuals employed,White Other,Detailed,2010,year,East Midlands,16-24,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,White Other,Detailed,2010,year,East of England,16-24,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,White Other,Detailed,2010,year,London,16-24,16-64,All,49.5,8.9,51200,103500,306
Employed,Percentage of individuals employed,White Other,Detailed,2010,year,North East,16-24,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,White Other,Detailed,2010,year,North West,16-24,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,White Other,Detailed,2010,year,Scotland,16-24,16-64,All,53.7,7.2,34500,64300,462
Employed,Percentage of individuals employed,White Other,Detailed,2010,year,South East,16-24,16-64,All,57.3,12.9,25100,43700,142
Employed,Percentage of individuals employed,White Other,Detailed,2010,year,South West,16-24,16-64,All,68.1,14.4,17500,25600,100
Employed,Percentage of individuals employed,White Other,Detailed,2010,year,Wales,16-24,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,White Other,Detailed,2010,year,West Midlands,16-24,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,White Other,Detailed,2010,year,Yorkshire and The Humber,16-24,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,White Other,Detailed,2010,year,All,16-24,16-64,Men,59,5.7,99300,168300,714
Employed,Percentage of individuals employed,White Other,Detailed,2010,year,East Midlands,16-24,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,White Other,Detailed,2010,year,East of England,16-24,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,White Other,Detailed,2010,year,London,16-24,16-64,Men,52.8,13,25200,47700,142
Employed,Percentage of individuals employed,White Other,Detailed,2010,year,North East,16-24,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,White Other,Detailed,2010,year,North West,16-24,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,White Other,Detailed,2010,year,Scotland,16-24,16-64,Men,56.3,10,18800,33400,235
Employed,Percentage of individuals employed,White Other,Detailed,2010,year,South East,16-24,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,White Other,Detailed,2010,year,South West,16-24,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,White Other,Detailed,2010,year,Wales,16-24,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,White Other,Detailed,2010,year,West Midlands,16-24,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,White Other,Detailed,2010,year,Yorkshire and The Humber,16-24,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,White Other,Detailed,2010,year,All,16-24,16-64,Women,52,5.5,97900,188200,800
Employed,Percentage of individuals employed,White Other,Detailed,2010,year,East Midlands,16-24,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,White Other,Detailed,2010,year,East of England,16-24,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,White Other,Detailed,2010,year,London,16-24,16-64,Women,46.6,12.1,26000,55800,164
Employed,Percentage of individuals employed,White Other,Detailed,2010,year,North East,16-24,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,White Other,Detailed,2010,year,North West,16-24,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,White Other,Detailed,2010,year,Scotland,16-24,16-64,Women,50.8,10.3,15700,30800,227
Employed,Percentage of individuals employed,White Other,Detailed,2010,year,South East,16-24,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,White Other,Detailed,2010,year,South West,16-24,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,White Other,Detailed,2010,year,Wales,16-24,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,White Other,Detailed,2010,year,West Midlands,16-24,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,White Other,Detailed,2010,year,Yorkshire and The Humber,16-24,16-64,Women,?,?,?,?,?
